time,flux,flux_err
-0.077974864,1.000191831,0.000459329
-0.076585975,1.000177307,0.000244179
-0.075197086,0.999888807,0.000200947
-0.073808197,1.000193475,0.00041914
-0.072419308,1.000848989,0.000308928
-0.071030419,0.999895041,0.000531416
-0.06964153,0.999301872,0.000430067
-0.068252642,0.998718295,0.000386482
-0.066863753,0.997979403,0.000447973
-0.065474864,0.997076221,0.000560044
-0.064085975,0.996526693,0.000415087
-0.062697086,0.995772797,0.000486965
-0.061308197,0.995190796,0.000319916
-0.059919308,0.994427514,0.00048376
-0.058530419,0.993288586,0.000267118
-0.05714153,0.993389571,0.000390069
-0.055752642,0.992150137,0.000535534
-0.054363753,0.99274769,0.000419346
-0.052974864,0.991249696,0.000493554
-0.051585975,0.990998671,0.000490453
-0.050197086,0.991766338,0.000555295
-0.048808197,0.991238734,0.000356887
-0.047419308,0.991595745,0.000554341
-0.046030419,0.992133352,0.000495517
-0.04464153,0.991156521,0.000368418
-0.043252642,0.990706334,0.000243553
-0.041863753,0.99087679,0.000577725
-0.040474864,0.990438182,0.00041322
-0.039085975,0.990904879,0.000499922
-0.037697086,0.991306491,0.000324017
-0.036308197,0.990710993,0.000243897
-0.034919308,0.990505186,0.000617731
-0.033530419,0.990422082,0.00033597
-0.03214153,0.990269576,0.000439767
-0.030752642,0.990546224,0.000401827
-0.029363753,0.989482178,0.000597275
-0.027974864,0.990512311,0.000487164
-0.026585975,0.990241966,0.000300906
-0.025197086,0.990077402,0.000367189
-0.023808197,0.989987995,0.000371635
-0.022419308,0.990053903,0.0003378
-0.021030419,0.989620022,0.00042392
-0.01964153,0.989921129,0.000351614
-0.018252642,0.990494909,0.000464047
-0.016863753,0.99018517,0.000365194
-0.015474864,0.990076032,0.000538978
-0.014085975,0.989992654,0.000485514
-0.012697086,0.989821239,0.000230136
-0.011308197,0.989238347,0.000294297
-0.009919308,0.990422082,0.00038959
-0.008530419,0.989641124,0.000271159
-0.00714153,0.989490673,0.000386742
-0.005752642,0.99007521,0.000575381
-0.004363753,0.989244787,0.000465689
-0.002974864,0.989603032,0.000308752
-0.001585975,0.988923744,0.000385034
-0.000197086,0.989132018,0.000347189
0.001191803,0.989034116,0.00052196
0.002580692,0.989756496,0.000400483
0.003969581,0.989217862,0.000615277
0.00535847,0.988376478,0.000357191
0.006747358,0.989251364,0.000318281
0.008136247,0.989197926,0.000336665
0.009525136,0.989208271,0.000466528
0.010914025,0.989483891,0.000515179
0.012302914,0.988778706,0.000475571
0.013691803,0.988952382,0.000456511
0.015080692,0.988570775,0.000531079
0.016469581,0.988248019,0.000354901
0.01785847,0.988757947,0.000442617
0.019247358,0.989092556,0.000286992
0.020636247,0.988036937,0.000445075
0.022025136,0.989177783,0.000510887
0.023414025,0.989668802,0.000528798
0.024802914,0.989730394,0.000618141
0.026191803,0.989505814,0.000386436
0.027580692,0.989892902,0.000405245
0.028969581,0.989539042,0.000573343
0.03035847,0.98940572,0.000338148
0.031747358,0.989391058,0.000669532
0.033136247,0.989165109,0.000281006
0.034525136,0.989474505,0.000476242
0.035914025,0.989803632,0.000292411
0.037302914,0.988906411,0.000242966
0.038691803,0.989977376,0.000359191
0.040080692,0.990330756,0.000648431
0.041469581,0.989743822,0.00035595
0.04285847,0.98976232,0.000430794
0.044247358,0.990415162,0.000470891
0.045636247,0.989628586,0.000428124
0.047025136,0.990181197,0.000400041
0.048414025,0.990019922,0.000512309
0.049802914,0.990920979,0.000477647
0.051191803,0.990556911,0.000455649
0.052580692,0.990150572,0.000374553
0.053969581,0.990016976,0.000245531
0.05535847,0.991550185,0.000259002
0.056747358,0.991362876,0.000255405
0.058136247,0.990480042,0.000284311
0.059525136,0.991513874,0.000447302
0.060914025,0.992072788,0.000273319
0.062302914,0.991918843,0.000409619
0.063691803,0.992498242,0.00033434
0.065080692,0.993560095,0.000340319
0.066469581,0.994420594,0.000371459
0.06785847,0.994645927,0.000404113
0.069247358,0.996397208,0.000548669
0.070636247,0.996798066,0.00030329
